Course,Section,Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Other,GPA,TermCode
EDT190, B,Kopp Thomas W.,5,13,10,4,4,1,0,5,1,0,0,0,0,1,3.46,201220
EDT190, C,Kopp Thomas W.,1,15,6,7,4,2,1,3,0,1,0,0,0,0,3.41,201220
EDT190, D,Evans Michael P.,0,18,14,5,3,2,2,0,0,0,0,0,0,1,3.62,201220
EDT221, A,Ducher Jeannie M.,4,8,2,1,0,0,0,0,0,0,0,0,0,0,3.91,201220
EDT246A, A,Lytle Sharon L.,0,4,6,4,3,3,0,2,0,0,0,0,0,0,3.3,201220
EDT246A, B,Weaver Constance S.,1,15,3,1,2,1,0,1,0,0,0,0,0,0,3.71,201220
EDT246A, C,Marsh Elaine,6,2,7,1,1,1,0,0,0,0,0,0,0,0,3.72,201220
EDT246E, A,Schulz Melissa,18,7,1,0,0,1,0,0,0,0,0,0,0,0,3.94,201220
EDT246E, B,Schulz Melissa,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,201220
EDT246M, A,Young Amy E.,0,17,6,1,2,0,0,0,0,0,0,0,0,0,3.83,201220
EDT252M, A,Wachenheim Kimberly W.,0,4,18,3,1,0,0,0,0,0,0,0,0,0,3.67,201220
EDT265, A,Edwards Michael T.,0,11,2,3,2,2,0,1,0,0,0,0,0,0,3.56,201220
EDT272E, A,Montgomery Karen,1,7,3,4,10,1,1,0,0,0,1,0,0,0,3.3,201220
EDT272E, B,Montgomery Karen,0,11,9,2,3,0,0,3,0,0,0,0,0,0,3.53,201220
EDT277, A,Kopp Thomas W.,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,201220
EDT299D, A,Johnson Iris D.,0,20,0,1,0,0,0,0,0,0,0,0,0,0,3.97,201220
EDT310, A,Walker Jacqueline P.,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,201220
EDT315E, A,Dales Brenda L.,0,25,5,0,1,2,0,1,0,0,0,0,0,0,3.79,201220
EDT315E, B,Dales Brenda L.,0,24,9,0,1,0,0,0,0,0,0,0,0,0,3.89,201220
EDT317E, A,Bautista Nazan U.,2,18,1,0,0,0,0,0,0,0,0,0,0,0,3.99,201220
EDT317E, B,Bautista Nazan U.,5,12,2,1,0,0,0,0,0,0,0,0,1,0,3.75,201220
EDT317E, C,Bautista Nazan U.,5,13,4,0,0,0,0,0,0,0,0,0,0,0,3.95,201220
EDT318E, A,Wachenheim Kimberly W.,1,18,11,1,0,0,0,0,0,0,0,0,0,0,3.87,201220
EDT318E, B,Wachenheim Kimberly W.,1,12,13,2,5,0,0,0,0,0,0,0,1,0,3.58,201220
EDT346E, A,Webster Paula P.,0,32,1,2,0,0,0,0,0,0,0,0,0,0,3.95,201220
EDT346E, B,Webster Paula P.,0,30,2,1,0,0,0,0,0,0,0,0,0,0,3.96,201220
EDT362, A,Shiveley James M.,0,14,9,4,4,4,2,2,1,1,0,0,0,0,3.34,201220
EDT362, B,Shiveley James M.,0,11,5,4,7,4,3,2,1,0,0,0,0,0,3.25,201220
EDT417E, A,Lee Lena,1,27,2,0,0,0,0,0,0,0,0,0,0,0,3.98,201220
EDT417E, B,Lee Lena,1,24,8,0,0,0,0,0,0,0,0,0,1,0,3.81,201220
EDT419A, A,Hill Ellen E.,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,201220
EDT419E, A,Hill Ellen E.,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,201220
EDT419M, A,Hill Ellen E.,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,201220
EDT420F, A,Castaneda Martha E.,0,29,0,0,0,0,0,0,0,0,0,0,0,0,4,201220
EDT421A, A,Brooks Douglas M.,0,23,0,0,1,0,0,0,0,0,0,0,0,0,3.96,201220
EDT421A, B,Brooks Douglas M.,0,28,0,0,1,0,0,0,0,0,0,0,0,0,3.97,201220
EDT421A, C,McGowan Teresa M.,0,7,1,1,2,0,0,0,0,0,0,0,0,0,3.73,201220
EDT422, A,Schwartz Tammy A.,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,201220
EDT422, J,Brooks Douglas M.,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4,201220
EDT423, A,Sacco Margaret T.,3,12,0,0,1,0,0,0,0,0,1,0,2,0,3.37,201220
EDT423, C,Sacco Margaret T.,6,12,0,1,1,0,0,1,0,0,0,0,1,0,3.65,201220
EDT424,TA,Sacco Margaret T.,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,201220
EDT428, A,Romano Tom S.,0,13,3,3,0,1,3,0,0,0,0,0,0,0,3.59,201220
EDT428, B,Romano Tom S.,3,10,9,3,2,1,0,0,0,0,0,0,0,0,3.71,201220
EDT430, A,Edwards Michael T.,0,3,3,5,5,0,0,0,0,0,0,0,0,0,3.41,201220
EDT430, B,Edwards Michael T.,0,2,3,6,1,0,0,0,0,0,0,0,0,0,3.49,201220
EDT432, A,Mackenzie Ann H.,1,4,5,0,4,0,0,0,0,0,0,0,0,0,3.61,201220
EDT434, A,Misco Thomas J.,1,11,5,0,0,0,0,0,0,0,0,0,0,0,3.91,201220
EDT434, B,Misco Thomas J.,1,8,4,1,2,0,0,0,0,0,0,0,0,0,3.76,201220
EDT442E, A,Drewes Sandra,0,16,5,7,5,1,0,1,0,0,0,0,0,0,3.58,201220
EDT442E, B,Kleiman Irene L.,2,7,5,5,7,3,2,2,0,0,1,0,0,0,3.23,201220
EDT442M, A,Kleiman Irene L.,16,6,1,2,3,3,1,1,0,0,0,0,0,0,3.63,201220
EDT442M, B,Kleiman Irene L.,14,9,5,2,1,0,1,2,1,0,0,0,0,0,3.66,201220
EDT442M, C,Kleiman Irene L.,6,10,0,1,4,1,1,2,0,0,1,0,0,0,3.43,201220
EDT445, A,Castaneda Martha E.,2,7,4,2,1,1,0,0,0,0,0,0,0,0,3.71,201220
EDT446A, B,Wertz Jessica A.,5,16,3,4,2,2,0,0,1,0,0,0,0,0,3.68,201220
EDT446A, C,Howard Eva,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,201220
EDT446L, A,Castaneda Martha E.,0,7,7,1,0,1,0,1,0,0,0,0,0,0,3.64,201220
EDT448E, A,Buchert Christine K.,11,8,5,4,2,0,1,1,2,0,0,0,0,0,3.57,201220
EDT448E, B,Buchert Christine K.,4,12,7,3,3,3,2,0,0,0,0,0,0,0,3.57,201220
EDT448M, A,Pritts Amy,0,7,9,4,3,0,0,0,2,0,0,0,0,0,3.48,201220
EDT448M, B,Dales Brenda L.,0,12,6,5,2,1,0,1,0,0,1,0,0,0,3.51,201220
EDT473E, A,Montgomery Karen,4,16,2,3,6,1,3,0,0,0,0,0,0,0,3.57,201220
EDT473E, B,Leafgren Sheri,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4,201220
EDT474E, A,Burke Robert W.,0,27,3,0,0,0,0,0,0,0,0,0,0,0,3.97,201220
EDT474E, B,Burke Robert W.,0,31,2,0,0,0,0,0,0,0,0,0,1,0,3.86,201220
EDT477, C,Montgomery Karen,2,8,1,0,0,0,0,0,0,0,0,0,0,0,3.97,201220
EDT495, A,Dales Brenda L.,1,13,1,0,0,0,0,0,0,0,0,0,0,0,3.98,201220
EDT689, A,Mackenzie Ann H.,0,5,3,0,3,1,0,0,0,0,0,0,0,0,3.57,201220
EDT697W, A,McCollum Terry L.,91,312,29,14,22,7,2,1,1,0,1,0,2,14,3.86,201220
EDT697X, A,McCollum Terry L.,32,78,17,3,13,4,0,5,0,0,0,0,1,5,3.74,201220
EGM311, A,Liebler Richard,2,11,3,4,2,0,1,0,0,0,0,0,0,0,3.68,201220
EHS667, A,Boone William J.,4,14,1,0,0,0,0,0,0,0,0,0,0,0,3.98,201220
EHS668, A,Wang Aimin,2,7,1,0,1,0,0,0,0,0,0,0,0,0,3.88,201220
ENG108, A,Uhl Cher C.,0,9,4,0,0,1,0,1,0,0,0,0,0,0,3.7,201220
ENG108, B,Manley Lucy B.,2,6,2,2,0,1,0,0,0,0,0,0,1,0,3.48,201220
ENG108, C,Bechtel Gabriele,0,6,4,2,2,0,1,0,0,1,0,0,0,0,3.44,201220
ENG108, D,Kola Irena,0,4,5,1,3,0,0,1,0,1,0,0,0,1,3.34,201220
ENG108, E,Bechtel Gabriele,1,3,2,3,5,1,0,1,0,0,0,0,0,0,3.31,201220
ENG109, A,Kola Irena,0,0,3,3,2,3,1,1,2,0,0,0,0,1,2.85,201220
ENG109, B,Bechtel Gabriele,0,8,4,3,2,0,1,0,0,0,0,0,0,0,3.61,201220
ENG109, C,Reitz Brad D.,2,5,6,1,1,1,0,1,1,0,0,0,0,0,3.49,201220
ENG109, D,Mohon Keely I.,0,1,1,6,3,0,0,1,0,0,0,0,1,1,2.96,201220
ENG109, E,Kola Irena,0,4,2,0,5,2,0,0,0,0,0,2,0,0,3.01,201220
ENG109, F,Reitz Brad D.,6,7,2,1,1,0,0,0,0,0,0,0,0,0,3.86,201220
ENG109, G,Cimasko Anthony J.,1,4,5,3,3,1,0,0,0,0,0,0,0,0,3.54,201220
ENG109, H,Mohon Keely I.,0,4,3,1,1,2,1,2,0,1,1,0,0,1,2.96,201220
ENG109, I,Mohon Keely I.,0,3,2,2,1,0,1,1,1,0,1,0,1,1,2.77,201220
ENG111, A,Rutherford Kevin J.,0,6,11,1,1,0,0,1,1,0,0,0,1,0,3.4,201220
ENG111, B,Gruwell Leigh C.,0,8,10,3,0,1,0,0,0,0,0,0,1,0,3.55,201220
ENG111, C,Wegner Reid M.,0,5,3,4,2,1,1,1,0,0,1,0,0,1,3.24,201220
ENG112,AA,Francis Kate P.,2,5,9,0,2,0,2,1,0,0,0,0,0,1,3.52,201220
ENG112,AB,Dudas Stephen P.,0,3,14,5,0,0,0,0,0,0,0,0,1,0,3.49,201220
ENG112,AC,Bilancini Anne E.,1,2,9,3,2,3,0,0,0,0,0,0,2,0,3.15,201220
ENG112,AD,Lowe Tory C.,0,4,14,2,1,1,0,0,1,0,0,0,0,0,3.56,201220
ENG112,AE,Ramstetter Anthony F.,0,6,6,7,1,0,0,0,0,1,1,0,0,0,3.39,201220
ENG112,AF,Opperthauser Charles,0,1,5,5,5,1,1,2,0,0,1,0,0,0,3.05,201220
ENG112,AG,Strickland Brett C.,0,15,2,2,1,0,1,0,0,0,0,0,0,2,3.78,201220
ENG112,BA,Heizenrader Katherine P.,0,7,5,0,3,3,1,0,0,0,0,0,2,0,3.14,201220
ENG112,BB,Martin Caitlin A.,0,2,7,6,3,1,1,0,0,0,0,0,0,1,3.39,201220
ENG112,BC,Oriol Rachel A.,0,1,14,4,4,0,0,0,0,0,0,0,0,0,3.52,201220
ENG112,BD,Hill Zackary D.,0,19,2,0,0,0,0,0,0,0,0,0,0,0,3.97,201220
ENG112,BE,Butcher Kasey C.,0,13,4,2,0,1,1,1,0,0,1,0,0,0,3.54,201220
ENG112,BF,Oriol Rachel A.,0,0,5,9,4,2,1,1,1,0,0,0,0,0,3.11,201220
ENG112,BG,Hall Lynnetta J.,0,7,9,4,2,1,0,0,0,0,0,0,0,0,3.62,201220
ENG112,BH,Heller Caroline M.,0,6,6,5,1,2,0,0,1,0,0,0,0,1,3.47,201220
ENG112,BI,Bova Stephanie M.,0,4,7,6,1,1,2,0,0,0,0,0,0,0,3.43,201220
ENG112,BJ,Nye Bret A.,0,10,8,2,2,0,0,0,0,0,0,0,1,0,3.57,201220
ENG112,BK,Giddings Megan M.,0,5,3,6,3,1,0,0,0,1,0,0,0,2,3.36,201220
ENG112,BL,Groff Tyler R.,0,5,4,6,1,3,1,1,0,0,1,0,0,0,3.23,201220
ENG112,BN,Younkin Christopher S.,4,5,7,2,0,1,1,0,1,1,0,1,0,0,3.36,201220
ENG112,CA,Strickland Brett C.,2,12,4,1,0,1,0,0,0,0,0,0,0,2,3.84,201220
ENG112,CB,Liebtag Miles M.,0,9,7,1,2,1,1,1,0,0,0,0,0,1,3.55,201220
ENG112,CE,Harksen Jacob,0,13,3,0,3,0,1,0,0,0,0,0,0,1,3.72,201220
ENG112,CF,Grossman Kelly M.,0,6,9,3,2,1,0,0,0,0,1,1,0,0,3.37,201220
ENG112,DA,Frey Renea C.,1,8,6,3,3,0,0,0,0,0,0,0,0,1,3.67,201220
ENG112,DB,Hill Zackary D.,0,17,2,0,0,1,0,0,0,0,0,0,0,1,3.91,201220
ENG112,DC,Seibel George L.,1,8,2,0,2,1,3,2,1,0,2,0,0,0,3.03,201220
ENG112,DD,Orth William P.,0,11,5,3,1,0,0,0,0,0,0,0,0,1,3.77,201220
ENG112,DE,Chang Tan Feng,2,11,5,2,0,1,0,0,0,0,0,0,0,2,3.8,201220
ENG112,DF,Johnson Cheryl L.,1,9,4,0,6,2,0,0,0,0,0,0,0,0,3.55,201220
ENG112,DG,Dunham James O.,0,2,7,10,3,0,0,0,0,0,0,0,0,0,3.45,201220
ENG112,DH,Allen Natasha J.,0,2,10,5,3,1,0,0,0,1,0,0,1,0,3.24,201220
ENG112,DI,Rimer Beth A.,0,2,8,2,3,0,4,2,0,0,0,0,1,0,3.02,201220
ENG112,DJ,Hudson Jade D.,4,12,2,1,0,0,1,0,0,0,0,0,1,1,3.67,201220
ENG112,DK,McCullough Aaron W.,0,5,1,6,6,2,2,0,0,0,0,0,0,0,3.25,201220
ENG112,DL,Ehritz Andrew A.,0,15,5,1,0,1,0,0,0,0,0,0,0,0,3.84,201220
ENG112,DM,Edwards Justin A.,0,4,6,1,2,4,2,1,0,0,0,0,1,1,3.09,201220
ENG112,DN,Njiru Henry M.,0,2,1,4,3,4,1,0,0,1,1,4,1,0,2.37,201220
ENG112,DO,Dunning Stefanie K.,0,1,5,16,0,0,1,0,0,0,0,0,0,0,3.37,201220
ENG112,EA,Strickland Brett C.,0,17,1,2,1,0,0,0,0,0,0,0,0,0,3.87,201220
ENG112,EC,Cheatle Joseph J.,0,6,5,3,6,1,0,0,0,0,0,0,0,0,3.48,201220
ENG112,FA,Santin Bryan M.,0,3,5,5,6,1,0,1,1,0,0,0,0,0,3.25,201220
ENG112,FC,Cheatle Joseph J.,0,7,4,1,4,0,0,1,3,0,0,1,0,0,3.14,201220
ENG112,GA,Ladrick Alice E.,0,5,15,1,0,0,0,0,0,0,0,0,1,0,3.58,201220
ENG112,GB,Allen Natasha J.,0,5,7,3,2,0,1,0,0,0,0,0,1,2,3.37,201220
ENG112,GC,Chang Tan Feng,2,12,5,2,1,0,0,0,0,0,0,0,0,0,3.82,201220
ENG112,GD,Edwards Justin A.,0,6,6,3,2,1,0,1,0,0,0,0,3,0,3.04,201220
ENG112,GE,McCullough Aaron W.,3,2,2,4,3,4,1,0,1,0,0,0,1,1,3.07,201220
ENG112,GF,Frey Renea C.,0,10,6,5,0,0,0,0,0,0,0,0,0,0,3.75,201220
ENG112,GG,Flynn Austin E.,0,4,6,3,6,2,1,0,0,0,0,0,0,0,3.35,201220
ENG112,GH,Ehritz Andrew A.,0,13,4,2,1,0,1,1,0,0,0,0,0,0,3.67,201220
ENG112,GI,Hudson Jade D.,6,16,0,0,0,0,0,0,0,0,0,0,0,0,4,201220
ENG112,GJ,Dunham James O.,0,3,10,7,3,0,0,0,0,0,0,0,0,0,3.53,201220
ENG112,GK,Mazzoleni Melissa A.,0,5,6,9,1,0,0,1,0,0,0,0,0,0,3.5,201220
ENG112,GL,Shayegh Elham,4,9,6,1,0,1,0,1,0,0,0,0,0,0,3.74,201220
ENG112,GM,Clay Brandon J.,0,17,1,3,1,0,1,0,0,0,0,0,0,0,3.78,201220
ENG112,GN,Beattie Paul T.,1,5,5,3,2,5,1,0,0,0,0,0,1,0,3.23,201220
ENG112,GO,Hill Zackary D.,0,19,0,1,0,0,0,0,0,0,1,0,0,0,3.82,201220
ENG112,GP,Jayasena Nalin Asoka,0,0,6,3,8,3,2,0,0,0,0,0,0,0,3.13,201220
ENG112,IA,Marado David R.,3,5,8,4,0,1,1,0,0,0,0,0,0,0,3.63,201220
ENG112,ID,Santin Bryan M.,0,5,9,6,1,2,0,0,0,0,0,0,0,0,3.54,201220
ENG112,JA,Long Khalid Y.,0,9,2,2,5,1,0,0,0,0,0,0,0,3,3.56,201220
ENG112,JB,Parrish Sonya C.,7,5,5,1,2,0,1,0,0,0,0,0,0,1,3.72,201220
ENG112,JC,Vozel Jessica M.,0,7,8,3,0,2,0,1,0,0,0,0,1,0,3.4,201220
ENG112,JD,Dunham James O.,0,2,5,10,4,0,0,0,0,0,0,0,0,1,3.4,201220
ENG112,JE,Matzke Aurora M.,1,5,3,0,2,1,2,2,1,0,0,0,1,3,3.01,201220
ENG112,JF,Orth William P.,0,12,4,1,1,3,0,1,1,0,0,0,0,0,3.52,201220
ENG112,JG,McCullough Aaron W.,0,7,3,5,3,0,2,1,0,0,0,0,2,0,3.1,201220
ENG112,JH,Burkey Adam P.,1,10,3,1,3,1,0,0,0,1,0,0,0,0,3.57,201220
ENG112,JI,Partner Bryan A.,1,1,12,4,2,1,0,1,0,0,0,0,0,0,3.47,201220
ENG112,JJ,Landis Winona,0,4,10,6,2,1,0,0,0,0,0,0,0,0,3.54,201220
ENG112,JK,Mitchell Lindsay J.,0,11,3,3,2,0,1,0,0,0,0,0,0,1,3.67,201220
ENG112,JL,Streeter Lynne N.,0,2,9,6,3,0,0,1,0,0,1,0,1,0,3.18,201220
ENG112,JM,Figueiredo Sergio C.,0,1,8,6,3,4,0,1,0,0,0,0,0,0,3.27,201220
ENG112,JN,Hudson Jade D.,7,13,1,1,0,0,0,0,0,0,0,0,0,0,3.95,201220
ENG112,JO,Washington David C.,3,9,4,2,3,1,0,0,0,0,0,0,0,0,3.69,201220
ENG112,JP,Toomey Melissa S.,0,12,5,1,0,0,0,2,0,0,0,0,1,1,3.51,201220
ENG112,KA,Santin Bryan M.,0,2,7,4,3,3,1,1,0,0,1,0,0,0,3.16,201220
ENG112,NA,Vozel Jessica M.,0,11,7,1,1,1,0,0,0,0,0,0,1,1,3.59,201220
ENG112,NB,Garrett Raina B.,0,10,7,2,1,1,1,0,0,0,0,0,0,0,3.66,201220
ENG112,NC,Orth William P.,0,10,6,3,2,2,0,0,0,0,0,0,0,0,3.63,201220
ENG112,ND,Fisher Pamela K.,1,2,4,8,2,1,1,0,1,0,0,0,0,3,3.3,201220
ENG112,NE,Ford Grable M.,0,4,4,1,5,4,0,2,2,0,0,0,0,0,3.06,201220
ENG112,NF,Edwards Justin A.,0,10,9,2,1,1,0,0,0,0,0,0,0,0,3.72,201220
ENG112,NG,Matzke Aurora M.,0,8,3,4,2,0,0,2,0,1,0,0,0,1,3.38,201220
ENG112,NH,Harwood Britton J.,0,5,2,11,5,0,0,0,0,0,0,0,0,0,3.42,201220
ENG112,NI,Washington David C.,0,11,3,3,2,1,1,1,0,0,0,0,0,0,3.55,201220
ENG112,NJ,Streeter Lynne N.,1,4,8,4,3,1,0,1,0,0,0,0,0,1,3.48,201220
ENG112,NK,Burkey Adam P.,0,7,9,1,0,2,0,1,1,0,0,0,1,0,3.35,201220
ENG112,NL,Clay Brandon J.,0,18,0,2,2,0,0,0,0,0,0,0,0,0,3.85,201220
ENG112,NO,Mitchell Lindsay J.,0,16,2,1,3,1,0,0,0,0,0,0,0,0,3.76,201220
ENG112,RA,Vozel Jessica M.,0,7,9,3,1,0,0,1,0,0,0,0,1,1,3.46,201220
ENG112,RB,Adsanatham Chanon,0,10,2,3,3,2,0,0,0,0,0,0,1,1,3.41,201220
ENG112,RC,Arnette Brianna B.,0,4,13,3,0,1,0,1,1,0,0,0,0,0,3.5,201220
ENG112,RD,Conroy William T.,0,8,2,7,4,1,0,0,0,0,0,0,0,1,3.51,201220
ENG112,RE,Ireland Ryan P.,0,4,6,2,8,0,1,0,0,0,0,0,0,0,3.39,201220
ENG112,RF,Hassan Amir K.,4,9,4,2,1,1,0,0,0,0,0,0,0,0,3.77,201220
ENG112,RG,Ford Grable M.,0,0,7,3,1,1,2,2,0,2,0,0,4,0,2.4,201220
ENG112,RI,Streeter Lynne N.,2,3,7,1,4,2,0,0,2,0,0,0,1,0,3.18,201220
ENG112,RJ,Bradshaw Jonathan L.,0,17,2,0,2,0,1,0,0,1,0,0,0,0,3.7,201220
ENG112,RK,De la Garza Jose A.,1,9,5,6,2,0,0,0,0,0,0,0,0,0,3.67,201220
ENG112,RL,Mitchell Lindsay J.,0,9,4,3,4,1,0,0,1,0,0,0,0,0,3.5,201220
ENG112,RM,Alfonsi Christene E.,1,5,6,2,4,0,1,0,0,0,0,1,0,2,3.39,201220
ENG112,RO,Woods Betsy L.,0,3,7,6,3,1,0,0,0,0,0,0,1,1,3.3,201220
ENG112,RP,Buchner Andrew L.,0,12,2,1,1,2,1,1,0,0,2,0,0,1,3.34,201220
ENG112,SA,De la Garza Jose A.,0,5,5,5,3,2,0,1,0,0,0,0,1,0,3.25,201220
ENG112,SB,Bradshaw Jonathan L.,0,9,7,1,2,1,0,0,0,0,0,1,0,2,3.55,201220
ENG112,SE,Ronner Amy C.,0,6,6,5,3,2,0,1,0,0,0,0,0,0,3.44,201220
ENG112,SF,Ford Grable M.,0,4,8,2,2,2,0,0,0,0,1,0,1,2,3.23,201220
ENG112,SG,Ireland Ryan P.,1,7,4,3,6,0,1,1,0,0,0,0,0,0,3.43,201220
ENG119, A,Cimasko Anthony J.,1,3,4,3,0,0,0,0,0,0,0,1,0,0,3.45,201220
ENG124, A,Fisher William F.,0,1,4,6,9,7,2,3,2,0,0,0,1,2,2.81,201220
ENG131, A,Gillespie Katharine M.,0,3,2,11,4,2,0,3,1,0,0,0,0,1,3.11,201220
ENG132, A,Straight Alyssa M.,0,10,4,6,4,5,1,4,0,0,1,0,1,3,3.09,201220
ENG133, A,Corbett Mary Jean,0,1,4,12,4,5,3,1,0,0,0,0,2,5,2.9,201220
ENG141, A,Schoolman Martha,2,7,9,7,4,1,1,5,0,0,0,0,0,3,3.32,201220
ENG143, A,Peters Megan M.,0,6,8,3,4,5,0,4,2,0,0,0,3,3,2.87,201220
ENG144, A,Rosenberg Jerome H.,0,4,2,5,9,6,2,2,1,1,1,0,2,1,2.73,201220
ENG165, A,Minich Julie A.,0,4,22,8,2,2,0,0,0,0,0,0,1,2,3.47,201220
ENG171, A,Palmeri Jason R.,0,6,3,1,1,0,0,0,0,0,0,0,0,1,3.76,201220
ENG180G, A,Morgan Susan J.,0,10,5,2,1,0,0,0,0,0,0,0,0,0,3.78,201220
ENG201A, A,Etter-Lewis Gwendolyn,0,3,11,1,0,0,0,0,0,0,0,0,1,0,3.5,201220
ENG202, A,Rahman Jacquelyn,0,1,8,10,2,2,2,0,2,0,0,0,0,0,3.19,201220
ENG223, A,Ronald Katharine J.,0,19,4,0,1,1,1,0,0,0,0,0,0,0,3.8,201220
ENG224, A,Figueiredo Sergio C.,0,2,4,1,5,2,0,0,0,0,0,0,0,0,3.32,201220
ENG224, B,Figueiredo Sergio C.,0,1,5,2,4,1,0,0,0,0,0,0,1,0,3.13,201220
ENG226, A,Seibel George L.,1,10,3,2,2,0,0,1,0,0,0,0,0,0,3.67,201220
ENG226, B,Goss Kelly S.,0,12,7,1,0,2,0,0,0,0,0,0,0,1,3.75,201220
ENG226, C,Golden Tasha L.,0,8,8,1,3,0,0,1,0,0,0,0,0,0,3.61,201220
ENG226, D,Vilnyansky Alla,4,17,0,0,0,0,0,0,0,0,0,0,0,0,4,201220
ENG226, E,Lansky Steven P.,1,0,8,2,3,1,0,1,1,0,0,1,0,1,3.13,201220
ENG226, F,Sullivan Joy E.,0,21,1,0,0,1,0,0,0,0,0,0,0,0,3.93,201220
ENG231, A,Fisher William F.,0,2,1,3,2,5,2,1,1,0,2,1,0,2,2.61,201220
ENG231, B,Sloan Susan K.,0,11,3,7,3,1,0,0,0,0,0,0,0,0,3.6,201220
ENG232, A,Edwards Erin E.,0,2,6,5,3,1,0,0,0,0,0,0,1,1,3.24,201220
ENG238, A,Soderman Anton B.,0,1,1,1,1,2,1,2,0,0,0,0,1,0,2.57,201220
ENG248, A,Mannur Anita,0,9,6,6,3,2,1,0,0,0,0,0,0,3,3.51,201220
ENG252, A,Bernheim Mark A.,1,14,2,1,0,0,0,0,0,0,0,0,0,1,3.93,201220
ENG262, A,Bernheim Mark A.,1,20,4,1,2,0,0,0,1,0,0,0,1,0,3.66,201220
ENG262, B,Bernheim Mark A.,3,21,4,0,1,0,0,0,0,0,0,0,0,0,3.92,201220
ENG280D, A,Hebard Andrew,0,7,5,4,2,0,0,0,0,0,0,0,0,1,3.65,201220
ENG298, B,Corbett Mary Jean,0,3,7,6,3,1,0,1,0,0,0,0,0,0,3.4,201220
ENG298, C,Peterson Kaara L.,0,2,2,4,5,4,0,0,0,0,0,0,2,1,2.86,201220
ENG301, A,Murphy Patrick J.,0,17,9,4,5,0,0,0,0,0,0,0,0,0,3.7,201220
ENG301, B,Palozzi Vincent J.,0,17,8,2,2,1,1,0,0,0,0,0,0,0,3.72,201220
ENG302, A,Palozzi Vincent J.,1,12,11,2,3,1,1,0,0,0,0,0,0,0,3.65,201220
ENG303, C,Motta David F.,0,1,1,0,1,1,1,0,4,0,0,0,2,0,2.05,201220
ENG304, A,Garrett Raina B.,0,20,3,3,3,2,0,0,0,0,0,0,0,0,3.72,201220
ENG304, B,Fuller Mary J.,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4,201220
ENG311, A,Roley Brian A.,0,12,15,5,0,0,0,0,0,0,0,0,1,0,3.64,201220
ENG312, A,Wagner Catherine A.,2,3,4,2,1,2,2,0,0,0,0,0,0,0,3.4,201220
ENG313, A,Anderson Paul V.,0,1,9,6,2,0,0,1,0,0,0,0,1,1,3.26,201220
ENG313, B,Durack Katherine T.,0,3,10,4,2,3,0,0,0,0,0,0,1,0,3.32,201220
ENG313, C,Marado David R.,0,9,5,5,0,2,0,1,0,0,0,0,1,0,3.41,201220
ENG313, D,Marado David R.,2,6,7,2,2,2,1,0,0,0,0,0,0,0,3.55,201220
ENG313, E,Lutz Jean A.,0,3,7,5,2,2,0,1,0,0,0,0,0,2,3.39,201220
ENG313H, A,Durack Katherine T.,0,15,0,0,0,0,0,0,0,0,0,0,0,1,4,201220
ENG315, A,Burzynski Joseph P.,0,15,6,1,0,0,0,1,0,0,1,0,0,0,3.69,201220
ENG320, A,Squance Joseph P.,0,5,10,3,1,1,0,0,0,1,0,0,0,1,3.52,201220
ENG320, B,Squance Joseph P.,0,5,8,3,0,2,1,1,0,0,0,0,0,1,3.46,201220
ENG321, A,Bates Joseph R.,0,18,7,0,0,1,0,0,0,0,0,0,0,0,3.87,201220
ENG327, A,Harwood Britton J.,0,12,1,4,15,1,0,1,0,0,0,0,1,0,3.27,201220
ENG328, A,Klestinec Cynthia,0,4,4,2,3,0,0,1,1,0,0,0,0,0,3.34,201220
ENG330, A,Wagner Catherine A.,1,12,1,2,1,0,0,0,0,1,0,0,0,1,3.7,201220
ENG335, A,Menely Tobias C.,0,9,6,7,6,0,1,4,0,0,0,0,0,1,3.32,201220
ENG336, A,Johnson Cheryl L.,6,20,3,1,1,0,1,0,0,0,0,0,0,0,3.87,201220
ENG337, A,Dunning Stefanie K.,0,6,6,15,3,0,0,1,0,0,1,0,0,0,3.37,201220
ENG343, A,Hardesty William H.,1,5,6,4,8,3,1,0,0,0,0,0,0,0,3.35,201220
ENG347, A,Jayasena Nalin Asoka,1,4,7,10,10,4,1,1,0,0,0,0,0,0,3.26,201220
ENG352, A,Schoolman Martha,1,5,8,5,7,4,0,0,1,0,0,0,0,2,3.34,201220
ENG354, A,Sloan Susan K.,3,9,5,6,4,2,2,1,0,0,0,0,0,1,3.45,201220
ENG370, A,Hebard Andrew,0,5,1,0,1,1,0,2,0,0,0,0,1,4,3.04,201220
ENG372, A,Peterson Kaara L.,0,2,4,3,3,3,2,1,0,1,0,0,1,0,2.89,201220
